Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Total Curricular Units 1st Semester,Total Curricular Units 2nd Semester,Total Credits Earned,Total Units Enrolled,Weighted Grade 1st Semester,Weighted Grade 2nd Semester,GPA
0,7,0.5555555555555556,1,1,0,0.3518528716985554,0,12,9,5,9,0.43118502583967677,1,0,0,1,1,0,0.05660377358490565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.1111111111111111,10,1,0,0.8470532096446701,0,0,2,3,3,0.6340956262348187,1,0,0,0,1,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7407407407407408,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7365591397849461,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,0,0.5555555555555556,4,1,0,0.3518528716985554,0,21,26,9,9,0.39781157182731786,1,0,0,0,1,0,0.037735849056603765,0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,7,0.2222222222222222,14,1,0,0.3518528716985554,0,22,26,5,3,0.3283947874816113,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7089947089947091,0.0,0.0,0.2608695652173913,0.30303030303030304,0.25,0.6666666666666666,0.0,0.2093023255813954,0.0,0.12417437252311753,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
1,11,0.1111111111111111,2,0,0,0.06515793920343604,0,21,27,9,9,0.620746244629875,0,0,0,1,0,0,0.5283018867924527,0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.6507936507936509,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.6989247311827956,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
1,11,0.1111111111111111,16,0,11,0.49650349673018357,0,21,26,9,7,0.2643177557778824,0,0,1,1,1,0,0.6226415094339623,0,0.0,0.19230769230769232,0.22222222222222224,0.19230769230769232,0.6296296296296297,0.0,0.0,0.21739130434782608,0.5151515151515151,0.25,0.618279569892473,0.41666666666666663,0.9999999999999999,0.24444444444444446,0.4147952443857331,2,0.19230769230769232,0.21739130434782608,0.0,0.4096989966555184,0.0,0.0,0.0
0,0,0.1111111111111111,11,1,0,0.6124846285123,0,12,27,7,10,0.4458693456051146,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.2692307692307693,0.2,0.2692307692307693,0.7037037037037038,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7688172043010753,0.0,0.9186046511627907,0.7999999999999999,0.0,2,0.2692307692307693,0.34782608695652173,0.0,0.617056856187291,0.0,0.0,0.0
0,8,0.4444444444444444,10,1,0,0.31275810817649363,0,21,26,9,9,0.24162380704947828,1,0,0,0,1,0,0.09433962264150941,0,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,0,0.19230769230769232,0.21739130434782608,0.0,0.4096989966555184,0.0,0.0,0.0
0,0,0.3333333333333333,9,1,0,0.5473266893088637,14,0,0,9,9,0.45788378904956395,0,0,0,1,0,1,0.07547169811320753,1,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7354497354497356,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7580645161290321,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,0,0.1111111111111111,9,1,0,0.560358277149551,0,0,13,4,7,0.3737826849384194,1,0,1,0,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.6031746031746033,0.0,0.0,0.2608695652173913,0.42424242424242425,0.1,0.7258064516129031,0.0,0.15116279069767458,0.4888888888888888,1.0,0,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,0,0.1111111111111111,13,1,0,0.5733898649902383,0,22,13,5,7,0.47523798513599025,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6507936507936509,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7634408602150536,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,0,0.1111111111111111,11,1,0,0.5342951014681765,0,12,27,9,9,0.3243899730001283,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.6984126984126984,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7096774193548386,0.0,0.5930232558139535,1.0,0.3117569352708058,2,0.3076923076923077,0.34782608695652173,0.0,0.6555183946488294,0.0,0.0,0.0
0,0,0.2222222222222222,15,1,0,0.49520033794611495,0,12,26,4,9,0.46989823249401286,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,0,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,16,0.1111111111111111,10,1,15,0.19547381761030858,0,0,0,4,7,0.22426961096305176,1,0,0,1,0,1,0.07547169811320753,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5608465608465608,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.5913978494623655,0.0,0.15116279069767458,0.4888888888888888,1.0,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,0,0.1111111111111111,5,1,0,0.7037057433971106,0,22,26,5,5,0.5620089655681235,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.6984126984126984,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6451612903225805,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2,0.19230769230769232,0.21739130434782608,0.0,0.4096989966555184,0.0,0.0,0.0
0,0,0.1111111111111111,14,1,0,0.41701081090199144,0,12,26,9,3,0.3430791072470494,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.6984126984126984,0.0,0.0,0.2608695652173913,0.21212121212121213,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,0,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,8,0.1111111111111111,9,1,0,0.5473266893088637,0,12,27,5,8,0.5660137800496066,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.22222222222222224,0.038461538461538464,0.634920634920635,0.0,0.0,0.2608695652173913,0.42424242424242425,0.1,0.5913978494623655,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,7,0.2222222222222222,11,1,0,0.5212635136274892,0,12,0,5,4,0.43118502583967677,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.7037037037037038,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7795698924731181,0.0,0.9186046511627907,0.7999999999999999,0.0,2,0.2692307692307693,0.34782608695652173,0.0,0.617056856187291,0.0,0.0,0.0
0,0,0.1111111111111111,7,1,0,0.5473266893088637,0,2,13,3,5,0.5513294602841687,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.19230769230769232,0.17777777777777778,0.15384615384615385,0.6613756613756614,0.08333333333333333,0.0,0.21739130434782608,0.24242424242424243,0.2,0.6559139784946235,0.16666666666666666,0.37209302325581406,0.4888888888888888,0.7661822985468957,2,0.19230769230769232,0.21739130434782608,0.0,0.4096989966555184,0.0,0.0,0.0
0,0,0.1111111111111111,15,1,0,0.5864214528309255,0,12,13,7,7,0.39514169550632916,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.6190476190476191,0.0,0.0,0.30434782608695654,0.24242424242424243,0.30000000000000004,0.7258064516129031,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1,0.2692307692307693,0.30434782608695654,0.0,0.5735785953177258,0.0,0.0,0.0
0,0,0.3333333333333333,1,1,0,0.3518528716985554,0,0,0,9,8,0.33773935460507176,0,0,0,1,0,1,0.07547169811320753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,0.4444444444444444,12,1,0,0.41701081090199144,0,0,27,4,7,0.3577634270124872,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.2692307692307693,0.3111111111111111,0.2692307692307693,0.6031746031746033,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.6129032258064515,0.0,0.5930232558139535,1.0,0.3117569352708058,1,0.2692307692307693,0.34782608695652173,0.0,0.617056856187291,0.0,0.0,0.0
0,0,0.4444444444444444,11,1,0,0.6124846285123,0,12,13,1,1,0.4071561389507783,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.3076923076923077,0.26666666666666666,0.2692307692307693,0.6825396825396826,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6935483870967741,0.0,0.5930232558139535,1.0,0.3117569352708058,2,0.3076923076923077,0.34782608695652173,0.0,0.6555183946488294,0.0,0.0,0.0
0,0,0.4444444444444444,13,1,0,0.39094763522061693,0,0,27,4,7,0.26565269393837676,1,0,0,1,0,1,0.037735849056603765,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7089947089947091,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6612903225806451,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,0,0.1111111111111111,11,1,0,0.4039792230613042,0,12,13,3,7,0.3857971283828687,0,0,0,1,0,0,0.037735849056603765,0,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7037037037037038,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7580645161290321,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2,0.2692307692307693,0.34782608695652173,0.0,0.617056856187291,0.0,0.0,0.0
0,0,0.1111111111111111,9,1,0,0.7297689190784851,0,12,27,9,9,0.8276616595065001,1,0,1,1,0,1,0.018867924528301883,0,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.6137566137566138,0.0,0.0,0.2608695652173913,0.36363636363636365,0.2,0.5913978494623655,0.0,0.0,0.7555555555555555,0.5785997357992074,1,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,7,0.2222222222222222,9,1,0,0.2606317568137446,0,12,27,7,8,0.2856767663457922,1,0,0,1,0,0,0.07547169811320753,0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.6031746031746033,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7150537634408601,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2,0.23076923076923078,0.2608695652173913,0.0,0.4916387959866221,0.0,0.0,0.0
0,0,0.1111111111111111,5,1,0,0.560358277149551,0,12,13,3,3,0.48057773777796786,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.19230769230769232,0.2,0.19230769230769232,0.671957671957672,0.16666666666666666,0.0,0.21739130434782608,0.21212121212121213,0.2,0.6989247311827956,0.0,0.2093023255813954,0.0,0.12417437252311753,1,0.19230769230769232,0.21739130434782608,0.0,0.4096989966555184,0.0,0.0,0.0
